video_id,title,published_at,category,language,duration_seconds,views,likes,comments,shares,sentiment_score,region,ads_enabled,watch_time_hours,estimated_revenue_usd,subscribers_gained
v0383,Latin America Creator Challenge #383,2025-01-17,Gaming,Spanish,907,150537,7351,1853,956,0.63,Latin America,True,12435.1,1560.52,664
v0384,Latin America Weekly Upgrade #384,2025-01-18,Lifestyle,Spanish,663,214297,14686,1243,1950,0.83,Latin America,True,13053.4,606.45,453
v0385,Middle East SQL Playbook #385,2025-01-19,Education,English,848,67487,4686,364,231,0.76,Middle East,False,5195.6,60.56,300
v0386,Middle East AI Systems #386,2025-01-20,Technology,English,693,201456,7618,2668,597,0.82,Middle East,True,20434.1,1260.38,659
v0387,Middle East Boardroom Brief #387,2025-01-21,Business,Arabic,729,139498,9862,514,578,0.8,Middle East,False,11459.0,374.54,622
v0388,Middle East Budget Watch #388,2025-01-22,Finance,Arabic,604,202572,9287,1734,438,0.83,Middle East,True,16854.0,1127.7,424
v0389,Middle East Launch Meta #389,2025-01-23,Gaming,Arabic,1191,203895,12008,1721,1671,0.79,Middle East,True,30095.6,1350.97,653
v0390,Middle East Studio Reset #390,2025-01-24,Lifestyle,Arabic,553,140918,5917,1011,1380,0.75,Middle East,True,10459.3,1359.67,369
v0391,Africa Growth Workshop #391,2025-01-25,Education,French,579,101972,6141,857,470,0.77,Africa,True,4870.5,625.98,421
v0392,Africa Next.js Review #392,2025-01-26,Technology,English,586,103233,4322,1307,267,0.73,Africa,False,8196.1,249.27,134
v0393,Africa Revenue Pulse #393,2025-01-27,Business,French,784,78212,3917,1125,727,0.8,Africa,True,5712.7,291.57,288
v0394,Africa Investor Lens #394,2025-01-28,Finance,English,514,67558,2678,347,240,0.8,Africa,True,4478.7,309.03,176
v0395,Africa Creator Challenge #395,2025-01-29,Gaming,French,728,147230,5566,1619,578,0.75,Africa,True,13197.1,1094.53,434
v0396,Africa Weekly Upgrade #396,2025-01-30,Lifestyle,English,750,93241,6155,1303,409,0.83,Africa,True,10639.3,278.09,229
v0397,North America SQL Playbook #397,2025-01-31,Education,English,735,105573,6438,1644,878,0.77,North America,True,8424.6,304.0,389
v0398,North America AI Systems #398,2025-02-01,Technology,Spanish,565,220786,10610,1144,1731,0.84,North America,True,12711.3,1481.7,626
v0399,North America Boardroom Brief #399,2025-02-02,Business,English,1014,193971,9268,2155,883,0.72,North America,True,23881.6,2009.77,434
v0400,North America Budget Watch #400,2025-02-03,Finance,English,460,179513,13717,1150,776,0.77,North America,True,7895.1,632.25,471
v0401,North America Launch Meta #401,2025-02-04,Gaming,English,811,212875,10810,2889,776,0.75,North America,True,22509.3,1699.2,402
v0402,North America Studio Reset #402,2025-02-05,Lifestyle,English,707,284815,14350,3575,2039,0.8,North America,True,16677.0,1130.69,614
v0403,Europe Growth Workshop #403,2025-02-06,Education,German,837,139803,5796,1294,1304,0.85,Europe,False,17580.2,277.69,538
v0404,Europe Next.js Review #404,2025-02-07,Technology,French,628,222611,7768,2385,1043,0.74,Europe,True,21223.6,1960.56,274
v0405,Europe Revenue Pulse #405,2025-02-08,Business,English,621,304006,19021,4349,2534,0.76,Europe,True,25563.7,1536.17,337
v0406,Europe Investor Lens #406,2025-02-09,Finance,German,704,240247,14223,1366,1214,0.73,Europe,True,14116.6,1003.36,318
v0407,Europe Creator Challenge #407,2025-02-10,Gaming,French,931,306574,21201,3079,2620,0.87,Europe,True,26173.3,2881.81,1188
v0408,Europe Weekly Upgrade #408,2025-02-11,Lifestyle,French,530,231383,18221,2796,1612,0.8,Europe,True,10709.3,1444.21,268
v0409,Asia SQL Playbook #409,2025-02-12,Education,Japanese,798,287533,13731,2919,2450,0.88,Asia,False,30460.6,434.91,446
v0410,Asia AI Systems #410,2025-02-13,Technology,English,717,319628,15753,1684,2533,0.86,Asia,True,23510.3,1441.41,399
v0411,Asia Boardroom Brief #411,2025-02-14,Business,Japanese,953,232701,8475,1930,593,0.81,Asia,False,24624.2,602.9,958
v0412,Asia Budget Watch #412,2025-02-15,Finance,Japanese,582,286348,19534,3403,1844,0.87,Asia,False,26045.8,778.39,753
v0413,Asia Launch Meta #413,2025-02-16,Gaming,English,917,757293,49172,9906,4463,0.77,Asia,True,107114.2,2817.91,3131
v0414,Asia Studio Reset #414,2025-02-17,Lifestyle,Hindi,441,252113,19250,2310,520,0.71,Asia,False,13066.8,430.91,659
v0415,Latin America Growth Workshop #415,2025-02-18,Education,Spanish,667,99308,6781,480,659,0.84,Latin America,True,5701.3,492.22,259
v0416,Latin America Next.js Review #416,2025-02-19,Technology,Portuguese,649,154291,6788,1878,856,0.81,Latin America,True,15700.5,1083.78,339
v0417,Latin America Revenue Pulse #417,2025-02-20,Business,Spanish,670,240130,9482,2629,1111,0.68,Latin America,True,14182.3,1458.23,499
v0418,Latin America Investor Lens #418,2025-02-21,Finance,Portuguese,498,188316,7221,2582,1792,0.77,Latin America,True,14143.1,1424.01,188
v0419,Latin America Creator Challenge #419,2025-02-22,Gaming,Spanish,750,261683,11480,3785,1153,0.7,Latin America,True,27935.6,2067.44,1102
v0420,Latin America Weekly Upgrade #420,2025-02-23,Lifestyle,Portuguese,327,253986,19028,1087,2448,0.79,Latin America,True,12942.8,662.03,751
v0421,Middle East SQL Playbook #421,2024-01-01,Education,English,657,95024,5082,849,345,0.77,Middle East,True,5871.2,350.14,279
v0422,Middle East AI Systems #422,2024-01-02,Technology,English,707,181156,12431,1736,1014,0.81,Middle East,False,20181.5,189.0,588
v0423,Middle East Boardroom Brief #423,2024-01-03,Business,English,609,280514,20579,2330,1055,0.81,Middle East,False,19405.5,238.59,769
v0424,Middle East Budget Watch #424,2024-01-04,Finance,Arabic,782,126627,6545,1361,1287,0.79,Middle East,True,8593.4,1050.43,359
v0425,Middle East Launch Meta #425,2024-01-05,Gaming,English,825,139719,5274,1595,1221,0.59,Middle East,True,12087.1,420.78,307
v0426,Middle East Studio Reset #426,2024-01-06,Lifestyle,Arabic,528,191180,15315,2576,825,0.74,Middle East,True,8408.9,1873.25,692
v0427,Africa Growth Workshop #427,2024-01-07,Education,French,1097,94833,6906,1071,407,0.9,Africa,True,9048.0,620.55,377
v0428,Africa Next.js Review #428,2024-01-08,Technology,French,682,161708,10184,2405,1330,0.91,Africa,True,14538.1,886.84,260
v0429,Africa Revenue Pulse #429,2024-01-09,Business,English,877,108898,4508,1056,1137,0.9,Africa,True,13415.7,485.25,276
v0430,Africa Investor Lens #430,2024-01-10,Finance,English,544,138822,5492,776,731,0.69,Africa,True,7853.6,1168.88,504
v0431,Africa Creator Challenge #431,2024-01-11,Gaming,English,976,274070,9474,4135,1563,0.84,Africa,True,35664.0,2768.59,929
v0432,Africa Weekly Upgrade #432,2024-01-12,Lifestyle,English,624,177542,11593,1226,737,0.73,Africa,True,15837.8,815.22,540
v0433,North America SQL Playbook #433,2024-01-13,Education,Spanish,718,280533,14081,3402,944,0.82,North America,False,24804.7,704.51,1097
v0434,North America AI Systems #434,2024-01-14,Technology,English,584,241347,11123,947,1734,0.89,North America,True,11977.6,1745.97,996
v0435,North America Boardroom Brief #435,2024-01-15,Business,English,878,260545,10483,3049,2508,0.87,North America,False,28499.5,845.74,1077
v0436,North America Budget Watch #436,2024-01-16,Finance,English,499,123268,5826,1089,1190,0.67,North America,True,8638.3,631.45,193
v0437,North America Launch Meta #437,2024-01-17,Gaming,English,924,209256,15278,1197,503,0.74,North America,True,30304.7,871.6,496
v0438,North America Studio Reset #438,2024-01-18,Lifestyle,Spanish,500,283146,15628,1907,595,0.78,North America,True,12179.8,2342.99,1053
v0439,Europe Growth Workshop #439,2024-01-19,Education,English,928,72545,3394,888,701,0.8,Europe,False,8432.0,153.68,311
v0440,Europe Next.js Review #440,2024-01-20,Technology,German,705,163825,7346,1360,1277,0.79,Europe,True,16309.2,580.82,470
v0441,Europe Revenue Pulse #441,2024-01-21,Business,German,878,150395,7750,2130,715,0.79,Europe,True,19276.3,1283.1,303
v0442,Europe Investor Lens #442,2024-01-22,Finance,English,721,95489,7355,1086,470,0.86,Europe,True,6000.5,719.58,341
v0443,Europe Creator Challenge #443,2024-01-23,Gaming,English,881,227203,13174,3535,2013,0.66,Europe,True,31172.5,619.82,497
v0444,Europe Weekly Upgrade #444,2024-01-24,Lifestyle,German,380,443909,33721,2380,3036,0.82,Europe,False,25722.1,410.19,663
v0445,Asia SQL Playbook #445,2024-01-25,Education,Japanese,787,346581,12022,3953,3351,0.93,Asia,True,39383.9,1164.12,1088
v0446,Asia AI Systems #446,2024-01-26,Technology,Japanese,564,328414,12160,1981,1555,0.76,Asia,True,26963.2,2744.18,790
v0447,Asia Boardroom Brief #447,2024-01-27,Business,English,820,230051,16260,2510,1085,0.7,Asia,False,16967.7,272.5,564
v0448,Asia Budget Watch #448,2024-01-28,Finance,Japanese,608,146841,10568,1674,744,0.75,Asia,True,8287.4,1389.28,188
v0449,Asia Launch Meta #449,2024-01-29,Gaming,English,926,175370,12759,2307,1372,0.7,Asia,True,15685.5,1331.17,496
v0450,Asia Studio Reset #450,2024-01-30,Lifestyle,Hindi,396,153979,9758,708,1384,0.75,Asia,True,6340.4,903.32,454
v0451,Latin America Growth Workshop #451,2024-01-31,Education,Spanish,659,123160,7378,768,1047,0.92,Latin America,True,10700.2,585.76,206
v0452,Latin America Next.js Review #452,2024-02-01,Technology,Spanish,763,324017,11687,3745,1386,0.89,Latin America,True,28273.5,1687.32,1237
v0453,Latin America Revenue Pulse #453,2024-02-02,Business,Portuguese,859,149705,9349,1133,528,0.73,Latin America,True,17129.0,769.54,557
v0454,Latin America Investor Lens #454,2024-02-03,Finance,Portuguese,731,101997,3827,1102,231,0.89,Latin America,True,8533.8,437.17,319
v0455,Latin America Creator Challenge #455,2024-02-04,Gaming,Spanish,637,113119,4943,575,884,0.62,Latin America,True,6138.9,414.55,450
v0456,Latin America Weekly Upgrade #456,2024-02-05,Lifestyle,Portuguese,522,265257,19135,4087,2567,0.83,Latin America,True,17380.1,1833.32,478
v0457,Middle East SQL Playbook #457,2024-02-06,Education,English,604,23092,1094,291,189,0.78,Middle East,False,1391.1,38.08,69
v0458,Middle East AI Systems #458,2024-02-07,Technology,Arabic,1015,274503,18997,2690,1510,0.86,Middle East,False,30989.5,783.17,943
v0459,Middle East Boardroom Brief #459,2024-02-08,Business,Arabic,897,100062,7964,516,437,0.8,Middle East,True,11751.5,330.97,268
v0460,Middle East Budget Watch #460,2024-02-09,Finance,English,399,124456,7001,651,985,0.69,Middle East,True,4714.5,1169.65,397
v0461,Middle East Launch Meta #461,2024-02-10,Gaming,Arabic,762,228300,18129,2347,1988,0.76,Middle East,False,24671.7,236.08,932
v0462,Middle East Studio Reset #462,2024-02-11,Lifestyle,Arabic,642,314832,17736,1262,1570,0.82,Middle East,True,26471.7,2549.51,932
v0463,Africa Growth Workshop #463,2024-02-12,Education,English,673,84149,5899,1210,666,0.76,Africa,True,7879.6,718.2,178
v0464,Africa Next.js Review #464,2024-02-13,Technology,French,605,151517,8798,2101,892,0.86,Africa,True,11176.7,1369.4,628
v0465,Africa Revenue Pulse #465,2024-02-14,Business,French,792,129495,10348,630,543,0.76,Africa,True,13822.3,838.01,526
v0466,Africa Investor Lens #466,2024-02-15,Finance,English,728,234542,12971,2710,1017,0.81,Africa,True,14590.6,2204.69,425
v0467,Africa Creator Challenge #467,2024-02-16,Gaming,French,771,173792,11722,2437,986,0.81,Africa,True,13963.0,630.73,653
v0468,Africa Weekly Upgrade #468,2024-02-17,Lifestyle,English,489,141476,5817,998,1431,0.91,Africa,False,8901.7,174.49,406
v0469,North America SQL Playbook #469,2024-02-18,Education,English,748,341285,15500,1370,1554,0.81,North America,False,23075.5,505.78,561
v0470,North America AI Systems #470,2024-02-19,Technology,English,635,63400,2231,959,538,0.8,North America,True,6210.9,623.66,98
v0471,North America Boardroom Brief #471,2024-02-20,Business,Spanish,808,427786,16850,4058,919,0.76,North America,True,46071.7,1502.23,464
v0472,North America Budget Watch #472,2024-02-21,Finance,English,704,234321,11092,886,1519,0.91,North America,True,19004.0,1836.64,305
v0473,North America Launch Meta #473,2024-02-22,Gaming,Spanish,1065,268220,13768,1434,2475,0.69,North America,True,31223.3,1477.38,535
v0474,North America Studio Reset #474,2024-02-23,Lifestyle,Spanish,589,270393,18817,2351,1527,0.92,North America,True,14858.3,2238.42,1119
v0475,Europe Growth Workshop #475,2024-02-24,Education,French,844,84067,4773,1205,872,0.86,Europe,False,6080.5,271.4,306
v0476,Europe Next.js Review #476,2024-02-25,Technology,English,745,252736,15482,3774,893,0.87,Europe,True,27356.2,1227.74,686
v0477,Europe Revenue Pulse #477,2024-02-26,Business,German,695,139348,4754,945,1409,0.79,Europe,False,14085.5,280.29,458
v0478,Europe Investor Lens #478,2024-02-27,Finance,German,661,165040,7807,2628,392,0.8,Europe,True,15114.0,1177.12,491
v0479,Europe Creator Challenge #479,2024-02-28,Gaming,German,936,307629,18953,4327,989,0.79,Europe,True,24505.6,1566.91,1253
v0480,Europe Weekly Upgrade #480,2024-02-29,Lifestyle,English,360,165927,6029,1185,1221,0.69,Europe,True,5168.8,682.25,530
v0481,Asia SQL Playbook #481,2024-03-01,Education,English,694,134951,9769,930,1062,0.95,Asia,True,10185.3,913.41,301
v0482,Asia AI Systems #482,2024-03-02,Technology,English,590,284553,22114,1360,894,0.82,Asia,True,16411.4,1158.03,1177
v0483,Asia Boardroom Brief #483,2024-03-03,Business,Japanese,757,371056,28931,1839,1091,0.73,Asia,True,23006.9,1972.55,1268
v0484,Asia Budget Watch #484,2024-03-04,Finance,English,668,394764,26873,1523,3508,0.72,Asia,False,25803.3,1172.69,591
v0485,Asia Launch Meta #485,2024-03-05,Gaming,English,856,329172,18843,2926,1154,0.75,Asia,True,23416.9,2549.88,1012
v0486,Asia Studio Reset #486,2024-03-06,Lifestyle,Hindi,448,275495,19712,4132,988,0.71,Asia,True,18593.1,1113.36,614
v0487,Latin America Growth Workshop #487,2024-03-07,Education,Spanish,690,160539,12047,2128,1145,0.81,Latin America,True,13273.4,502.97,621
v0488,Latin America Next.js Review #488,2024-03-08,Technology,Spanish,866,80890,6338,1213,744,0.81,Latin America,True,8229.4,650.8,133
v0489,Latin America Revenue Pulse #489,2024-03-09,Business,Spanish,737,138255,5449,2185,397,0.83,Latin America,True,9082.4,506.03,507
v0490,Latin America Investor Lens #490,2024-03-10,Finance,Portuguese,727,92901,5835,687,956,0.8,Latin America,True,7772.8,642.93,187
v0491,Latin America Creator Challenge #491,2024-03-11,Gaming,Portuguese,1012,266182,15331,1281,1493,0.94,Latin America,True,35497.3,868.56,399
v0492,Latin America Weekly Upgrade #492,2024-03-12,Lifestyle,Portuguese,491,307555,13413,4321,1635,0.83,Latin America,True,14899.8,1818.48,844
v0493,Middle East SQL Playbook #493,2024-03-13,Education,English,1089,93339,5464,498,537,0.79,Middle East,True,9154.2,598.94,168
v0494,Middle East AI Systems #494,2024-03-14,Technology,Arabic,664,462897,19717,5118,2149,0.81,Middle East,True,31997.5,3453.77,1694
v0495,Middle East Boardroom Brief #495,2024-03-15,Business,English,634,87123,4399,1241,571,0.79,Middle East,False,8542.0,79.36,218
v0496,Middle East Budget Watch #496,2024-03-16,Finance,Arabic,632,114878,6975,1637,509,0.77,Middle East,True,9835.6,739.07,168
v0497,Middle East Launch Meta #497,2024-03-17,Gaming,English,750,122756,7545,1159,1133,0.66,Middle East,True,11044.8,693.92,335
v0498,Middle East Studio Reset #498,2024-03-18,Lifestyle,English,741,192561,9771,2460,391,0.83,Middle East,True,21386.4,1013.22,258
v0499,Africa Growth Workshop #499,2024-03-19,Education,French,782,104904,5138,478,816,0.88,Africa,False,12152.6,117.25,167
v0500,Africa Next.js Review #500,2024-03-20,Technology,French,575,199932,6993,1873,398,0.8,Africa,True,12090.8,1409.27,425
v0501,Africa Revenue Pulse #501,2024-03-21,Business,English,653,62524,4421,484,446,0.85,Africa,False,4442.7,120.06,171
v0502,Africa Investor Lens #502,2024-03-22,Finance,English,1011,129789,6917,820,1072,0.83,Africa,False,11508.7,381.46,172
v0503,Africa Creator Challenge #503,2024-03-23,Gaming,French,748,265412,10000,3661,1642,0.76,Africa,True,20623.5,2063.57,556
v0504,Africa Weekly Upgrade #504,2024-03-24,Lifestyle,French,545,226944,7918,2789,2111,0.76,Africa,True,15512.6,967.02,991
v0505,North America SQL Playbook #505,2024-03-25,Education,Spanish,924,276321,21791,3476,641,0.74,North America,True,24552.0,1715.23,508
v0506,North America AI Systems #506,2024-03-26,Technology,Spanish,822,170421,12714,1165,732,0.76,North America,False,13034.4,433.96,311
v0507,North America Boardroom Brief #507,2024-03-27,Business,English,777,165400,10068,1480,1228,0.73,North America,True,10722.5,635.63,244
v0508,North America Budget Watch #508,2024-03-28,Finance,Spanish,640,140746,9666,1868,321,0.76,North America,False,13537.2,227.38,287
v0509,North America Launch Meta #509,2024-03-29,Gaming,English,813,340256,26972,4271,1028,0.72,North America,False,24692.2,906.87,1451
v0510,North America Studio Reset #510,2024-03-30,Lifestyle,Spanish,553,155080,11468,1971,1366,0.75,North America,True,11870.7,1534.81,273
v0511,Europe Growth Workshop #511,2024-03-31,Education,English,776,264144,15198,2161,2655,0.92,Europe,True,21557.6,1559.9,895
v0512,Europe Next.js Review #512,2024-04-01,Technology,German,646,358745,12560,5591,2536,0.7,Europe,False,33836.2,891.45,1540
v0513,Europe Revenue Pulse #513,2024-04-02,Business,French,602,222025,15015,3283,1723,0.85,Europe,False,16327.8,315.72,565
v0514,Europe Investor Lens #514,2024-04-03,Finance,English,695,144373,6366,2111,1410,0.73,Europe,False,13010.1,437.04,531
v0515,Europe Creator Challenge #515,2024-04-04,Gaming,German,863,282225,19578,4256,1324,0.67,Europe,False,27621.2,881.87,381
v0516,Europe Weekly Upgrade #516,2024-04-05,Lifestyle,English,378,269197,18685,2467,548,0.73,Europe,True,8609.4,2047.09,862
v0517,Asia SQL Playbook #517,2024-04-06,Education,Japanese,762,159287,6622,1585,1630,0.86,Asia,True,17619.0,1362.33,631
v0518,Asia AI Systems #518,2024-04-07,Technology,Japanese,731,479314,20287,5230,2228,0.79,Asia,True,35904.4,1561.75,1095
v0519,Asia Boardroom Brief #519,2024-04-08,Business,Hindi,792,574558,38874,3222,3038,0.78,Asia,False,51836.9,851.12,753
v0520,Asia Budget Watch #520,2024-04-09,Finance,Hindi,472,222781,17501,3083,1358,0.75,Asia,True,10306.6,932.23,960
v0521,Asia Launch Meta #521,2024-04-10,Gaming,Hindi,932,408441,33398,2874,3141,0.68,Asia,True,43050.5,2363.44,617
v0522,Asia Studio Reset #522,2024-04-11,Lifestyle,Hindi,541,241919,15741,1105,1422,0.88,Asia,False,19413.7,789.65,578
v0523,Latin America Growth Workshop #523,2024-04-12,Education,Spanish,778,217337,8002,1664,835,0.87,Latin America,True,25565.4,2254.78,931
v0524,Latin America Next.js Review #524,2024-04-13,Technology,Spanish,852,195626,7893,2866,422,0.8,Latin America,True,15751.8,767.82,533
v0525,Latin America Revenue Pulse #525,2024-04-14,Business,Portuguese,660,114093,4519,462,332,0.78,Latin America,False,11171.2,332.66,412
v0526,Latin America Investor Lens #526,2024-04-15,Finance,Portuguese,666,275156,13489,4033,1250,0.72,Latin America,True,28937.7,2354.42,420
v0527,Latin America Creator Challenge #527,2024-04-16,Gaming,Portuguese,923,208469,14152,1866,2180,0.75,Latin America,True,29376.6,608.35,468
v0528,Latin America Weekly Upgrade #528,2024-04-17,Lifestyle,Portuguese,565,159200,11793,2049,1425,0.85,Latin America,True,11186.3,1237.38,277
v0529,Middle East SQL Playbook #529,2024-04-18,Education,Arabic,946,133908,8903,1953,271,0.89,Middle East,True,16917.3,1059.08,318
v0530,Middle East AI Systems #530,2024-04-19,Technology,Arabic,427,349302,21838,1247,3575,0.85,Middle East,False,19627.1,1119.67,746
v0531,Middle East Boardroom Brief #531,2024-04-20,Business,Arabic,964,136659,7148,1159,457,0.85,Middle East,True,20500.6,1277.9,179
v0532,Middle East Budget Watch #532,2024-04-21,Finance,Arabic,662,179125,7127,1725,996,0.68,Middle East,True,16989.3,898.99,608
v0533,Middle East Launch Meta #533,2024-04-22,Gaming,Arabic,877,176177,9271,1207,1237,0.8,Middle East,True,13530.6,1038.7,403
v0534,Middle East Studio Reset #534,2024-04-23,Lifestyle,Arabic,473,204979,9175,2475,645,0.86,Middle East,True,11545.5,1539.51,581
v0535,Africa Growth Workshop #535,2024-04-24,Education,French,780,131155,8038,1362,1282,0.9,Africa,True,12326.0,863.4,320
v0536,Africa Next.js Review #536,2024-04-25,Technology,French,688,175705,10219,865,1327,0.83,Africa,True,11426.1,706.55,417
v0537,Africa Revenue Pulse #537,2024-04-26,Business,English,690,167298,9301,2274,797,0.69,Africa,True,17542.1,1491.97,290
v0538,Africa Investor Lens #538,2024-04-27,Finance,English,766,210062,7201,1041,691,0.82,Africa,True,18933.2,1679.67,848
v0539,Africa Creator Challenge #539,2024-04-28,Gaming,French,737,405805,26947,5501,1039,0.6,Africa,True,27235.4,1659.03,1564
v0540,Africa Weekly Upgrade #540,2024-04-29,Lifestyle,English,470,112052,7177,1498,387,0.75,Africa,False,5475.0,222.84,297
v0541,North America SQL Playbook #541,2024-04-30,Education,English,899,158032,7213,1135,1424,0.85,North America,True,15773.2,822.4,214
v0542,North America AI Systems #542,2024-05-01,Technology,Spanish,574,602206,28880,5777,3630,0.77,North America,False,43735.5,1420.18,2032
v0543,North America Boardroom Brief #543,2024-05-02,Business,Spanish,702,236043,18099,1171,1703,0.88,North America,True,21676.2,1439.14,596
v0544,North America Budget Watch #544,2024-05-03,Finance,English,668,139762,10850,1081,983,0.81,North America,True,13638.2,1079.56,203
v0545,North America Launch Meta #545,2024-05-04,Gaming,Spanish,989,322835,16558,3035,3308,0.71,North America,True,29743.7,1361.15,1103
v0546,North America Studio Reset #546,2024-05-05,Lifestyle,English,500,217583,11742,3464,966,0.78,North America,True,10535.9,645.57,231
v0547,Europe Growth Workshop #547,2024-05-06,Education,German,738,90198,4036,606,429,0.82,Europe,True,7201.5,267.35,367
v0548,Europe Next.js Review #548,2024-05-07,Technology,German,942,240172,17376,3730,2011,0.86,Europe,False,35375.8,668.4,752
v0549,Europe Revenue Pulse #549,2024-05-08,Business,English,774,356895,17138,3218,2213,0.77,Europe,False,37991.3,385.39,1165
v0550,Europe Investor Lens #550,2024-05-09,Finance,German,844,122309,4197,1704,724,0.75,Europe,False,10618.0,154.04,236
v0551,Europe Creator Challenge #551,2024-05-10,Gaming,French,946,243967,13233,1549,2140,0.82,Europe,True,26012.6,1413.21,635
v0552,Europe Weekly Upgrade #552,2024-05-11,Lifestyle,French,549,235103,17091,3596,596,0.81,Europe,False,13557.7,771.83,370
v0553,Asia SQL Playbook #553,2024-05-12,Education,English,1084,106951,7738,1545,1097,0.82,Asia,True,13120.1,1017.01,369
v0554,Asia AI Systems #554,2024-05-13,Technology,Hindi,799,227166,14379,1212,1207,0.7,Asia,True,23711.0,2163.33,723
v0555,Asia Boardroom Brief #555,2024-05-14,Business,Japanese,750,309489,11071,2377,2509,0.84,Asia,True,32058.8,1108.85,1383
v0556,Asia Budget Watch #556,2024-05-15,Finance,Hindi,575,206541,7254,3021,1341,0.84,Asia,True,11956.4,1877.74,426
v0557,Asia Launch Meta #557,2024-05-16,Gaming,Hindi,819,314480,20518,1591,1381,0.75,Asia,False,35508.8,617.34,1396
v0558,Asia Studio Reset #558,2024-05-17,Lifestyle,Japanese,445,474419,29692,3738,2028,0.75,Asia,False,29893.0,1241.21,1590
v0559,Latin America Growth Workshop #559,2024-05-18,Education,Portuguese,602,97022,4981,458,775,0.78,Latin America,True,8468.4,314.27,118
v0560,Latin America Next.js Review #560,2024-05-19,Technology,Spanish,545,175472,10336,1480,718,0.8,Latin America,True,11414.0,1035.76,445
v0561,Latin America Revenue Pulse #561,2024-05-20,Business,Portuguese,593,144609,8093,2255,905,0.79,Latin America,True,10437.1,1159.31,375
v0562,Latin America Investor Lens #562,2024-05-21,Finance,Spanish,802,219264,11755,1098,1485,0.75,Latin America,True,14716.6,832.28,504
v0563,Latin America Creator Challenge #563,2024-05-22,Gaming,Portuguese,932,254824,9259,3740,2429,0.8,Latin America,True,23113.8,2290.66,690
v0564,Latin America Weekly Upgrade #564,2024-05-23,Lifestyle,Spanish,444,210816,10985,2936,1908,0.82,Latin America,True,8507.1,775.9,680
v0565,Middle East SQL Playbook #565,2024-05-24,Education,English,910,50482,3227,421,486,0.88,Middle East,True,4911.9,149.3,168
v0566,Middle East AI Systems #566,2024-05-25,Technology,English,651,356139,25718,4395,2379,0.73,Middle East,True,20908.6,2479.78,595
v0567,Middle East Boardroom Brief #567,2024-05-26,Business,Arabic,698,154152,10111,1564,1568,0.79,Middle East,False,10968.7,207.44,601
v0568,Middle East Budget Watch #568,2024-05-27,Finance,English,551,135042,10644,1046,455,0.73,Middle East,True,6133.2,907.16,315
v0569,Middle East Launch Meta #569,2024-05-28,Gaming,Arabic,892,183547,7030,1346,980,0.78,Middle East,True,15343.4,1356.95,392
v0570,Middle East Studio Reset #570,2024-05-29,Lifestyle,Arabic,685,174935,8113,2671,1683,0.9,Middle East,True,10136.5,781.79,540
v0571,Africa Growth Workshop #571,2024-05-30,Education,English,809,135388,7623,1162,813,0.85,Africa,True,12294.6,598.84,555
v0572,Africa Next.js Review #572,2024-05-31,Technology,French,703,165032,6605,1749,937,0.72,Africa,True,16982.3,1073.26,617
v0573,Africa Revenue Pulse #573,2024-06-01,Business,English,822,134462,4578,1251,1212,0.76,Africa,True,11390.2,1369.12,134
v0574,Africa Investor Lens #574,2024-06-02,Finance,French,871,69649,3079,975,295,0.77,Africa,True,5648.5,471.24,86
v0575,Africa Creator Challenge #575,2024-06-03,Gaming,English,756,167026,9142,1859,1691,0.72,Africa,True,13298.0,1322.91,367
v0576,Africa Weekly Upgrade #576,2024-06-04,Lifestyle,French,489,215721,9515,3340,1004,0.75,Africa,False,15996.8,251.48,912
v0577,North America SQL Playbook #577,2024-06-05,Education,Spanish,670,177663,6732,2568,1326,0.84,North America,True,14575.8,1698.82,685
v0578,North America AI Systems #578,2024-06-06,Technology,Spanish,738,141320,6006,1851,1111,0.76,North America,True,8469.9,877.46,604
v0579,North America Boardroom Brief #579,2024-06-07,Business,Spanish,646,377684,16313,5175,2734,0.7,North America,True,34995.2,1633.47,1673
v0580,North America Budget Watch #580,2024-06-08,Finance,Spanish,649,173144,14067,1987,478,0.77,North America,True,11476.1,1125.88,276
v0581,North America Launch Meta #581,2024-06-09,Gaming,English,802,386631,15525,1667,1569,0.73,North America,True,38723.0,1692.72,1094
v0582,North America Studio Reset #582,2024-06-10,Lifestyle,Spanish,537,356263,19875,5423,2627,0.88,North America,True,29444.2,1070.4,1526
v0583,Europe Growth Workshop #583,2024-06-11,Education,German,652,128115,7536,518,1034,0.83,Europe,False,7034.0,400.27,366
v0584,Europe Next.js Review #584,2024-06-12,Technology,German,667,165326,11473,2599,907,0.8,Europe,True,9521.5,752.21,260
v0585,Europe Revenue Pulse #585,2024-06-13,Business,German,697,185610,13413,2819,1691,0.8,Europe,True,12908.4,1168.21,808
v0586,Europe Investor Lens #586,2024-06-14,Finance,English,793,155749,8573,731,885,0.81,Europe,False,11148.4,508.43,655
v0587,Europe Creator Challenge #587,2024-06-15,Gaming,German,811,278608,18533,2922,1216,0.72,Europe,True,24905.3,932.63,1011
v0588,Europe Weekly Upgrade #588,2024-06-16,Lifestyle,English,422,389943,21271,4387,1045,0.82,Europe,False,21586.9,982.16,425
v0589,Asia SQL Playbook #589,2024-06-17,Education,Japanese,746,133936,9628,792,909,0.83,Asia,True,13001.9,615.98,331
v0590,Asia AI Systems #590,2024-06-18,Technology,Japanese,745,197532,12258,1958,1475,0.82,Asia,True,15949.4,1412.87,571
